rightTO=10,600.6645619828164
lcRel,603.525225519324
evtEnd,608.484116206242
rightTO=12,612.2333494903299
cutin,614.3210751428273
evtEnd,617.9997670411365
rightTO=1,619.6919025102294
cutout,636.9333288281792
evtEnd,639.2575520425916
rightTO=12,639.9246369526595
cutout,704.254760376385
evtEnd,707.5728973837287
cutin,713.7271785711866
evtEnd,715.8222530179808
rightTO=1,717.2092041523848
cutout,760.8426456778126
evtEnd,763.1303106699529
rightTO=11,763.5017052095167
cutout,772.5912884290553
evtEnd,777.6735602438584
lcRel,793.1925468457783
evtEnd,797.4531413386073
lcRel,804.8006244613334
evtEnd,809.4997279009056
cutin,829.0968931831982
evtEnd,836.0702171192781
rightTO=1,837.142243521799
cutin,848.5689870831945
evtEnd,851.3059175776639
rightTO=5,853.5005090640252
cutin,876.3410854801588
evtEnd,878.9373050498533
rightTO=8,879.3621262079484
cutout,891.4920263929705
evtEnd,894.2061902460031
rightTO=4,896.047490160354
