rightTO=7,1.7394713832556548
rightTO=4,12.315187021492052
lcRel,36.61691252715247
evtEnd,54.47056848056358
lcRel,80.2591826354907
evtEnd,85.4169054664761
cutin,95.73235112844682
evtEnd,97.71609067882582
rightTO=0,97.78539209968478
lcRel,132.23315885542024
evtEnd,136.59738586625403
rightTO=12,136.99413377632982
cutout,140.1681170569362
evtEnd,142.548604517391
rightTO=2,142.65317986168822
cutout,149.29331898867954
evtEnd,151.67380644913433
rightTO=17,151.9549683746277
cutout,230.22989264414505
evtEnd,234.59411965497904
rightTO=0,256.00378965860267
cutout,294.1063061663563
evtEnd,299.2640289973426
rightTO=12,300.0575248174943
