rightTO=5,1200.517833501516
lcRel,1202.2339500939604
evtEnd,1207.7627006536609
rightTO=1,1207.8276923682934
cutout,1214.8109484298452
evtEnd,1217.2330815998607
rightTO=2,1217.341081388263
lcRel,1225.5843537876888
evtEnd,1230.6984824789893
rightTO=1,1230.7884871172655
cutout,1249.1006503105764
evtEnd,1251.6799181705042
rightTO=3,1251.743703035002
lcRel,1260.5477152654364
evtEnd,1265.0622662304568
rightTO=1,1265.1413247495832
lcRel,1318.7528236060537
evtEnd,1323.0312288282876
rightTO=0,1323.1344185646308
lcRel,1342.8112090029613
evtEnd,1348.3536884954015
rightTO=7,1348.5481614600485
lcRel,1417.452789253396
evtEnd,1430.766937379596
rightTO=7,1430.8632848426525
end,1442.2977856192942
evtEnd,1500.4560985163992
