rightTO=10,900.4682917763097
cutout,1077.4332797911418
evtEnd,1079.8704743336189
rightTO=8,1079.9638173354044
cutin,1095.3060397693057
evtEnd,1100.5866279446718
rightTO=11,1100.701824795418
cutin,1109.9292070241656
evtEnd,1114.3973970187067
rightTO=2,1114.4893889005878
cutout,1125.3647724598518
evtEnd,1128.614365183154
rightTO=4,1128.6992616377654
cutin,1133.8949533585198
evtEnd,1137.5507451722347
rightTO=0,1137.6533331888545
cutout,1171.6714687669075
evtEnd,1173.7024642189713
rightTO=4,1173.8437363983007
