rightTO=11,0.7909543536164843
lcRel,18.90983615903472
evtEnd,22.68010414802734
rightTO=0,23.77482035165035
cutout,29.364747975842917
evtEnd,38.505778237218834
lcRel,48.7155492884268
evtEnd,53.39841954346255
rightTO=0,54.07528356210615
cutout,63.525785303775436
evtEnd,67.30029188765376
rightTO=17,68.00127168180259
cutout,78.4245582889586
evtEnd,80.20294669920948
rightTO=5,80.71520116416438
cutin,81.65846934196134
evtEnd,84.44828407103928
rightTO=10,84.6516968953594
lcRel,91.7623522632017
evtEnd,95.9054783938342
rightTO=17,96.11274398248732
cutout,111.9049942013981
evtEnd,114.60645091679999
lcRel,156.74782682599024
evtEnd,162.82647791680094
rightTO=1,164.06273776961197
cutin,287.1313943985169
evtEnd,289.92237015692655
rightTO=2,290.34286670550176
