evtEnd,1201.1794136877772
rightTO=0,1201.324807625163
cutout,1204.08131641152
evtEnd,1207.6254439962759
rightTO=4,1207.8366743288163
cutin,1310.6209383544797
evtEnd,1312.1893799098455
rightTO=2,1312.2960193120878
cutout,1313.2343429078524
evtEnd,1315.3031477791264
rightTO=0,1315.3806421108181
cutout,1331.9001334936102
evtEnd,1334.5928213768818
rightTO=8,1334.741601571987
cutout,1403.3999016928296
cutin,1404.9496673137626
evtEnd,1406.5380844175547
rightTO=5,1406.6601623367235
cutout,1419.7590596975608
cutin,1420.2323843915653
evtEnd,1421.1790337795742
rightTO=15,1421.4833139400057
cutout,1441.3353673478525
evtEnd,1442.7640506042355
rightTO=6,1442.9589338165438
cutin,1478.3588829498592
evtEnd,1479.643621405014
rightTO=2,1479.8464748453018
cutout,1480.5733663396657
evtEnd,1482.0947671418228
rightTO=6,1482.3381912701684
