rightTO=2,900.4412652200593
lcRel,914.9514976917254
evtEnd,918.0370073570701
rightTO=25,918.0917724902566
cutin,1066.1810117773232
evtEnd,1070.2338748496911
rightTO=22,1070.297125548925
cutout,1074.148390346231
evtEnd,1076.643279037916
rightTO=2,1076.6924740262025
cutout,1117.596016293262
evtEnd,1120.0003024293212
rightTO=9,1120.0691754129225
cutout,1155.363574079002
evtEnd,1158.9528941547617
cutin,1173.6720346501675
evtEnd,1177.1353618255462
rightTO=2,1177.1747178161718
cutout,1194.9364740784556
evtEnd,1197.2271656634066
rightTO=19,1197.3353946376374
