cutin,925.8074993620093
evtEnd,928.0404225286447
rightTO=8,930.1783276881894
cutin,937.9648787112842
evtEnd,940.3271709303478
rightTO=7,941.21426099226
cutin,943.2942743864199
evtEnd,945.4816667842448
rightTO=25,947.6129721975101
cutout,967.9216731721864
evtEnd,969.9247797636011
rightTO=2,1020.3717803673457
cutout,1025.1245810820312
evtEnd,1027.6425582699392
rightTO=5,1040.274857238955
lcRel,1104.7647444097854
evtEnd,1108.5438938134369
rightTO=2,1109.4064453322922
cutout,1113.7927670153135
evtEnd,1116.4736322153774
rightTO=1,1151.361670788552
