rightTO=3,0.8835694304527628
lcRel,37.02601579780807
cutout,38.06367850350275
evtEnd,41.817882463692825
rightTO=3,42.20417829436675
lcRel,69.2815499793262
evtEnd,74.74118876919894
rightTO=1,79.31358776670635
lcRel,140.93399639117462
evtEnd,148.1817272102086
rightTO=7,148.46725021548934
lcRel,167.76483210903865
evtEnd,175.4561935650458
rightTO=3,175.78538479466357
cutout,194.30308817447334
evtEnd,199.69056500118126
rightTO=6,202.09673869226523
cutout,217.75087493502687
lcRel,222.22213735425157
evtEnd,226.85941214671124
rightTO=6,227.54066171743534
cutout,257.314101364976
evtEnd,258.2639652002316
rightTO=2,258.96281042889984
cutout,274.45800438326665
evtEnd,277.3861101690286
rightTO=5,277.46977021804554
lcRel,277.55074388833737
cutout,279.72590291229346
evtEnd,297.87587593521454
rightTO=3,298.2327858964055
